corp_name,year,repr_code,debt_ratio,op_margin,revenue,sales_growth,debt_ratio_diff,risk_label,target_risk_next_q,sentiment_score
DB하이텍,2021,11012,40.69,29.63,274650520717.0,-77.3891017046113,0.5599999999999952,0,0,0.2
DB하이텍,2021,11013,44.39,24.86,243736208590.0,-11.255872388770792,3.700000000000003,0,0,0.2
DB하이텍,2021,11014,38.95,36.23,328439857760.0,34.75218132751212,-5.439999999999998,0,0,0.2
DB하이텍,2022,11011,29.57,45.89,1675287533666.0,410.0743695030395,-9.380000000000004,0,0,0.2
DB하이텍,2022,11012,30.68,48.93,435741782862.0,-73.99003012286049,1.1099999999999994,0,0,0.2
DB하이텍,2022,11013,35.37,45.96,395024842725.0,-9.344281805973864,4.689999999999998,0,0,0.2
DB하이텍,2022,11014,30.27,49.25,447380224871.0,13.253693561355997,-5.099999999999998,0,0,0.2
DB하이텍,2023,11011,17.43,23.0,1154223638940.0,157.996123827962,-12.84,0,0,0.2
DB하이텍,2023,11012,18.34,29.12,308817373901.0,-73.24458073093984,0.91,0,0,0.2
DB하이텍,2023,11013,26.46,27.83,298167417121.0,-3.448626171989322,8.120000000000001,0,0,0.2
DB하이텍,2023,11014,17.93,18.78,267801570379.0,-10.184159971334882,-8.530000000000001,0,0,0.2
DB하이텍,2024,11011,19.8,16.87,1131167709804.0,322.3902452114605,1.870000000000001,0,0,0.2
DB하이텍,2024,11012,19.43,22.61,298387736089.0,-73.6212646893269,-0.370000000000001,0,0,0.2
DB하이텍,2024,11013,19.36,15.69,261498168765.0,-12.362963641708436,-0.0700000000000002,0,0,0.2
DB하이텍,2024,11014,19.17,16.35,287793117958.0,10.055500318486144,-0.1899999999999977,0,0,0.2
DB하이텍,2025,11011,33.36,19.85,1397233307039.0,385.4992075393928,14.189999999999998,0,0,0.2
DB하이텍,2025,11012,19.01,21.89,337406491433.0,-75.85181445838649,-14.349999999999998,0,0,0.2
DB하이텍,2025,11013,22.52,17.65,297380601926.0,-11.862809555621157,3.509999999999998,0,0,0.2
DL이앤씨,2021,11012,100.29,11.91,1922319370112.0,-74.81122504608831,6.800000000000011,0,0,0.2
DL이앤씨,2021,11013,103.55,11.75,1699609230406.0,-11.58549110874455,3.259999999999991,0,0,0.2
DL이앤씨,2021,11014,87.44,14.33,1806797569304.0,6.306646079604716,-16.11,0,0,0.2
DL이앤씨,2022,11011,91.26,6.63,7496823679468.0,314.9232767872201,3.820000000000008,0,0,0.2
DL이앤씨,2022,11012,92.57,7.17,1876952458221.0,-74.96336397291132,1.309999999999988,0,0,0.2
DL이앤씨,2022,11013,89.41,8.3,1514742334024.0,-19.297778300698543,-3.1599999999999966,0,0,0.2
DL이앤씨,2022,11014,88.64,6.29,1848874571007.0,22.058684799239646,-0.769999999999996,0,0,0.2
DL이앤씨,2023,11011,95.94,4.14,7991063616680.0,332.21231672452626,7.299999999999997,0,0,0.2
DL이앤씨,2023,11012,88.53,3.65,1970578742239.0,-75.340219565694,-7.409999999999997,0,0,0.2
DL이앤씨,2023,11013,92.43,4.87,1850068896513.0,-6.115454467405601,3.9000000000000057,0,0,0.2
DL이앤씨,2023,11014,90.95,4.38,1837421186864.0,-0.6836345215488149,-1.480000000000004,0,0,0.2
DL이앤씨,2024,11011,100.43,3.26,8318442435057.0,352.7237682098582,9.480000000000004,0,0,0.2
DL이앤씨,2024,11012,103.32,1.57,2070221320140.0,-75.11287315741562,2.8899999999999864,0,0,0.2
DL이앤씨,2024,11013,102.31,3.22,1890537605313.0,-8.679444708590323,-1.009999999999991,0,0,0.2
DL이앤씨,2024,11014,104.17,4.34,1918868748408.0,1.4985760143242155,1.8599999999999997,0,0,0.2
DL이앤씨,2025,11011,84.38,5.23,7402425126660.0,285.7702686961504,-19.790000000000006,0,0,0.2
DL이앤씨,2025,11012,96.04,6.34,1991446059297.0,-73.0973832869344,11.66000000000001,0,0,0.2
DL이앤씨,2025,11013,102.85,4.48,1808165128969.0,-9.20340922478714,6.809999999999988,0,0,0.2
GS건설,2016,11011,298.92,1.3,11035596402664.0,4.379009547653889,10.470000000000027,1,1,0.2
GS건설,2016,11012,286.86,0.84,2706389979285.0,-75.47581589127638,-12.060000000000002,1,1,0.2
GS건설,2016,11013,274.79,1.1,2639120795187.0,-2.4855687692049377,-12.069999999999991,1,1,0.2
GS건설,2016,11014,282.27,1.49,2574678816123.0,-2.441797252385103,7.479999999999961,1,1,0.2
GS건설,2017,11011,322.77,2.73,11679456006382.0,353.62768875261673,40.5,1,1,0.2
GS건설,2017,11012,299.79,2.87,2994442745340.0,-74.36145361818438,-22.97999999999996,1,1,0.2
GS건설,2017,11013,307.12,2.18,2700858851617.0,-9.8042914388622,7.329999999999984,1,1,0.2
GS건설,2017,11014,306.69,2.52,2820340828519.0,4.423851206828755,-0.4300000000000068,1,1,0.2
GS건설,2018,11011,231.98,8.1,13139372923261.0,365.8789033721384,-74.71000000000001,1,1,0.2
GS건설,2018,11012,277.06,6.12,3581867647367.0,-72.73943232841866,45.08000000000001,1,1,0.2
GS건설,2018,11013,304.3,12.46,3127494960973.0,-12.685356666598368,27.24000000000001,1,1,0.2
GS건설,2018,11014,249.35,7.3,3197321123635.0,2.2326546815690573,-54.95000000000002,1,1,0.2
GS건설,2019,11011,217.91,7.37,10416589201821.0,225.7911482465825,-31.44,1,1,0.2
GS건설,2019,11012,233.75,8.0,2574967605043.0,-75.28012715915828,15.840000000000003,1,1,0.2
GS건설,2019,11013,247.9,7.36,2601905243886.0,1.0461350577865014,14.150000000000006,1,1,0.2
GS건설,2019,11014,234.62,7.69,2441608705899.0,-6.160736958567858,-13.28,1,1,0.2
GS건설,2020,11011,219.35,7.41,10122930837450.0,314.6008659369822,-15.27000000000001,1,1,0.2
GS건설,2020,11012,226.77,6.48,2547368463567.0,-74.83566267050887,7.420000000000016,1,1,0.2
GS건설,2020,11013,241.38,7.01,2441472795054.0,-4.157061297866493,14.609999999999983,1,1,0.2
GS건설,2020,11014,218.5,9.04,2316771147101.0,-5.107640281948822,-22.879999999999995,1,1,0.2
GS건설,2021,11011,211.61,7.15,9036575422803.0,290.05041279586726,-6.889999999999986,1,1,0.2
GS건설,2021,11012,211.86,5.6,2231672610560.0,-75.30400061810394,0.25,1,1,0.2
GS건설,2021,11013,219.2,8.77,2014136425954.0,-9.747674617533308,7.339999999999975,1,1,0.2
GS건설,2021,11014,205.61,7.01,2171662409306.0,7.821018542842117,-13.589999999999977,1,1,0.2
GS건설,2022,11011,216.39,4.51,12299196214752.0,466.3493626839756,10.779999999999973,1,1,0.2
GS건설,2022,11012,210.66,5.39,3047873065461.0,-75.21892477977305,-5.72999999999999,1,1,0.2
GS건설,2022,11013,217.8,6.45,2375894726449.0,-22.047451602462363,7.140000000000015,1,1,0.2
GS건설,2022,11014,214.53,4.24,2953054618211.0,24.292317556705044,-3.2700000000000102,1,1,0.2
GS건설,2023,11011,262.47,-2.89,13436684904471.0,355.0096981481204,47.940000000000026,1,1,0.2
GS건설,2023,11012,244.8,-11.84,3495056912503.0,-73.98869633878193,-17.670000000000016,1,1,0.2
GS건설,2023,11013,236.68,4.52,3512681540297.0,0.5042729842524407,-8.120000000000005,1,1,0.2
GS건설,2023,11014,250.3,1.94,3107516808054.0,-11.534342854454804,13.620000000000005,1,1,0.2
GS건설,2024,11011,249.97,2.22,12863811468386.0,313.95790475037273,-0.3300000000000125,1,1,0.2
GS건설,2024,11012,251.49,2.83,3297187514259.0,-74.36850250517008,1.5200000000000102,1,1,0.2
GS건설,2024,11013,259.71,2.3,3070913777436.0,-6.862628705357454,8.21999999999997,1,1,0.2
GS건설,2024,11014,238.42,2.63,3109249477665.0,1.2483483095708348,-21.289999999999992,1,1,0.2
GS건설,2025,11011,234.2,3.52,12450347000000.0,300.4293347779228,-4.219999999999999,1,1,0.2
GS건설,2025,11012,253.16,5.07,3196053298560.0,-74.32960464025622,18.960000000000008,1,1,0.2
GS건설,2025,11013,256.03,2.3,3062935006761.0,-4.165083600419839,2.869999999999976,1,1,0.2
GS리테일,2016,11011,100.27,2.95,7402005717696.0,17.995185711744544,-19.070000000000007,0,0,0.2
GS리테일,2016,11012,127.13,3.67,1850902156476.0,-74.99458623692978,26.86,0,0,0.2
GS리테일,2016,11013,129.95,1.61,1640297197487.0,-11.378503085758918,2.819999999999993,0,0,0.2
GS리테일,2016,11014,126.02,4.29,1987300190256.0,21.15488542567909,-3.9299999999999926,0,0,0.2
GS리테일,2017,11011,112.77,2.0,8266567147681.0,315.9697255710582,-13.25,0,0,0.2
GS리테일,2017,11012,114.11,2.54,2088384143259.0,-74.736984458599,1.3400000000000034,0,0,0.2
GS리테일,2017,11013,109.25,1.41,1845797178275.0,-11.616012588825452,-4.859999999999999,0,0,0.2
GS리테일,2017,11014,122.61,2.46,2259257315496.0,22.40008501949284,13.36,0,0,0.2
GS리테일,2018,11011,107.41,2.07,8691612313033.0,284.7110399252966,-15.200000000000005,0,0,0.2
GS리테일,2018,11012,113.17,2.53,2198891601361.0,-74.70099307048268,5.760000000000005,0,0,0.2
GS리테일,2018,11013,117.25,1.08,1994792508651.0,-9.281907875025452,4.079999999999998,0,0,0.2
GS리테일,2018,11014,115.31,3.34,2325401631824.0,16.57360962301677,-1.9399999999999975,0,0,0.2
GS리테일,2019,11011,176.57,2.65,9006928792999.0,287.32787789153394,61.25999999999999,0,0,0.2
GS리테일,2019,11012,172.91,3.34,2307725428371.0,-74.37833159994811,-3.6599999999999966,0,0,0.2
GS리테일,2019,11013,178.24,1.03,2082757198807.0,-9.748483368006344,5.3300000000000125,0,0,0.2
GS리테일,2019,11014,167.38,3.81,2375612941871.0,14.060964150393884,-10.860000000000014,0,0,0.2
GS리테일,2020,11011,169.11,2.85,8862318939407.0,273.05399306450823,1.7300000000000182,0,0,0.2
GS리테일,2020,11012,180.29,2.68,2210715548209.0,-75.05488616101505,11.179999999999978,0,0,0.2
GS리테일,2020,11013,180.01,4.14,2141890677232.0,-3.113239558692127,-0.2800000000000011,0,0,0.2
GS리테일,2020,11014,189.42,3.36,2348767653227.0,9.65861508218293,9.409999999999997,0,0,0.2
GS리테일,2021,11011,114.21,2.13,9765695333837.0,315.779539556405,-75.21,0,0,0.2
GS리테일,2021,11012,173.39,1.87,2285577311166.0,-76.59585689462644,59.17999999999999,0,0,0.2
GS리테일,2021,11013,173.8,1.79,2100136802469.0,-8.113508468562658,0.410000000000025,0,0,0.2
GS리테일,2021,11014,113.46,3.76,2725438222178.0,29.774318462200757,-60.34000000000002,0,0,0.2
GS리테일,2022,11011,122.45,2.18,11226428523558.0,311.9127864357365,8.990000000000009,0,0,0.2
GS리테일,2022,11012,123.29,1.68,2816862019740.0,-74.90865404051715,0.8400000000000034,0,0,0.2
GS리테일,2022,11013,123.41,1.05,2598472164402.0,-7.752948273915017,0.1199999999999903,0,0,0.2
GS리테일,2022,11014,121.31,2.96,2955989753958.0,13.758761569734856,-2.0999999999999943,0,0,0.2
GS리테일,2023,11011,126.49,3.39,11612547920738.0,292.8480437115546,5.179999999999993,0,0,0.2
GS리테일,2023,11012,125.26,3.29,2957767404281.0,-74.52955695451693,-1.2299999999999898,0,0,0.2
GS리테일,2023,11013,124.56,1.72,2700244361762.0,-8.706669839767233,-0.7000000000000028,0,0,0.2
GS리테일,2023,11014,122.37,4.1,3090217971652.0,14.44215995457274,-2.1899999999999977,0,0,0.2
GS리테일,2024,11011,138.3,2.06,11626920274913.0,276.24919606228826,15.930000000000009,0,0,0.2
GS리테일,2024,11012,122.38,2.76,2937050430450.0,-74.7392227605863,-15.920000000000016,0,0,0.2
GS리테일,2024,11013,125.23,2.63,2810377406345.0,-4.312933233686145,2.8500000000000085,0,0,0.2
GS리테일,2024,11014,121.06,2.64,3054711033750.0,8.69397920910433,-4.170000000000002,0,0,0.2
GS리테일,2025,11011,128.42,2.44,11957421688837.0,291.4419909682235,7.359999999999985,0,0,0.2
GS리테일,2025,11012,136.09,2.83,2980562190769.0,-75.07353785514196,7.670000000000016,0,0,0.2
GS리테일,2025,11013,147.47,1.4,2761296550528.0,-7.356519549234042,11.379999999999995,0,0,0.2
HD한국조선해양,2016,11011,175.2,3.94,39320377292000.0,-15.107122979901922,-45.48000000000002,0,0,0.2
HD한국조선해양,2016,11012,182.31,5.65,9862659425000.0,-74.91718008767269,7.110000000000014,0,1,0.2
HD한국조선해양,2016,11013,218.7,3.17,10272794902000.0,4.15846740038881,36.38999999999999,1,0,0.2
HD한국조선해양,2016,11014,168.48,3.64,8839172079000.0,-13.955528526330152,-50.22,0,0,0.2
HD한국조선해양,2017,11011,145.79,0.09,15468835510000.0,75.00321717630858,-22.69,0,0,0.2
HD한국조선해양,2017,11012,160.06,3.28,4629216857000.0,-70.07391504029252,14.27000000000001,0,1,0.2
HD한국조선해양,2017,11013,351.24,3.4,4807789820000.0,3.857519932987663,191.18,1,0,0.2
HD한국조선해양,2017,11014,144.21,2.46,3804374183000.0,-20.870621939958266,-207.03,0,1,0.2
HD한국조선해양,2018,11011,88.62,-3.98,13119891213000.0,244.86332263600053,-55.59,1,1,0.2
HD한국조선해양,2018,11012,129.69,-5.62,3124413872000.0,-76.18567241697754,41.06999999999999,1,1,0.2
HD한국조선해양,2018,11013,131.1,-4.07,3042532194000.0,-2.6207052379903173,1.4099999999999966,1,0,0.2
HD한국조선해양,2018,11014,118.99,0.89,3241886979000.0,6.552265425264392,-12.11,0,0,0.2
HD한국조선해양,2019,11011,93.83,1.91,15182553166000.0,368.32456727665584,-25.16,0,0,0.2
HD한국조선해양,2019,11012,86.22,1.41,3922920781000.0,-74.16165293077954,-7.609999999999999,0,0,0.2
HD한국조선해양,2019,11013,86.81,0.86,3268529911000.0,-16.681215515985713,0.5900000000000034,0,0,0.2
HD한국조선해양,2019,11014,85.94,0.83,3642733346000.0,11.44867708692663,-0.8700000000000045,0,0,0.2
HD한국조선해양,2020,11011,103.23,0.5,14903657734000.0,309.1339200099661,17.290000000000006,0,1,0.2
HD한국조선해양,2021,11011,119.86,-8.94,15493381773000.0,3.956908092800937,16.629999999999995,1,1,0.2
HD한국조선해양,2021,11012,114.64,-23.63,3797278377000.0,-75.49096489949379,-5.219999999999999,1,0,0.2
HD한국조선해양,2021,11013,96.87,1.83,3681489039000.0,-3.049271781108609,-17.769999999999996,0,0,0.2
HD한국조선해양,2021,11014,107.68,3.98,3557965678000.0,-3.3552554330992246,10.810000000000002,0,1,0.2
HD한국조선해양,2022,11011,142.72,-2.06,17302020185000.0,386.289687727561,35.03999999999999,1,1,0.2
HD한국조선해양,2022,11012,145.14,-6.33,4188606445000.0,-75.79122899977128,2.4199999999999875,1,1,0.2
HD한국조선해양,2022,11013,129.62,-10.14,3907727921000.0,-6.70577500388676,-15.519999999999982,1,0,0.2
HD한국조선해양,2022,11014,164.64,4.43,4264415329000.0,9.127744183088438,35.01999999999998,0,0,0.2
HD한국조선해양,2023,11011,160.65,1.33,21296205574000.0,399.3933266578407,-3.9899999999999807,0,0,0.2
HD한국조선해양,2023,11012,157.42,1.31,5453640001000.0,-74.39149438124221,-3.230000000000018,0,1,0.2
HD한국조선해양,2023,11013,148.22,-0.39,4842359485000.0,-11.208670097181203,-9.199999999999989,1,0,0.2
HD한국조선해양,2023,11014,163.38,1.38,5011205861000.0,3.486861653353679,15.159999999999997,0,0,0.2
HD한국조선해양,2024,11011,159.39,5.62,25538577356000.0,409.6293799214169,-3.990000000000009,0,0,0.2
HD한국조선해양,2024,11012,150.74,5.69,6615483679000.0,-74.09611511721201,-8.649999999999977,0,0,0.2
HD한국조선해양,2024,11013,158.87,2.9,5515625997000.0,-16.625506695623127,8.129999999999995,0,0,0.2
HD한국조선해양,2024,11014,135.98,6.38,6245755748000.0,13.237477512019936,-22.89000000000001,0,0,0.2
HD한국조선해양,2025,11011,133.86,13.04,29933215227000.0,379.2568975593568,-2.119999999999976,0,0,0.2
HD한국조선해양,2025,11012,143.53,12.84,7428417053000.0,-75.18336404336708,9.669999999999987,0,0,0.2
HD한국조선해양,2025,11013,172.87,12.69,6771705878000.0,-8.840526458255116,29.340000000000003,0,0,0.2
HD현대중공업,2021,11011,169.55,-9.63,8311275924000.0,-0.0088293808071404,12.130000000000024,1,1,0.2
HD현대중공업,2021,11012,173.44,-21.71,1946710998000.0,-76.57747118732283,3.8899999999999855,1,0,0.2
HD현대중공업,2021,11013,146.72,1.43,1988211707000.0,2.131837188089891,-26.72,0,0,0.2
HD현대중공업,2021,11014,144.13,3.93,1900486492000.0,-4.412267299862549,-2.5900000000000034,0,1,0.2
HD현대중공업,2022,11011,208.06,-3.2,9045480488000.0,375.9560526252874,63.93000000000001,1,1,0.2
HD현대중공업,2022,11012,201.25,-5.0,2166032390000.0,-76.053981954043,-6.810000000000002,1,1,0.2
HD현대중공업,2022,11013,176.24,-10.86,2001636464000.0,-7.58972611669948,-25.00999999999999,1,1,0.2
HD현대중공업,2022,11014,228.61,0.65,2203563727000.0,10.088108736612234,52.370000000000005,1,1,0.2
HD현대중공업,2023,11011,229.02,1.49,11963925991000.0,442.9353299116091,0.4099999999999966,1,1,0.2
HD현대중공업,2023,11012,225.99,2.24,3064397813000.0,-74.38635264623645,-3.030000000000001,1,1,0.2
HD현대중공업,2023,11013,222.66,-1.58,2632890261000.0,-14.081316406421806,-3.3300000000000125,1,1,0.2
HD현대중공업,2023,11014,240.27,0.45,2853526385000.0,8.379996966383253,17.610000000000014,1,1,0.2
HD현대중공업,2024,11011,239.93,4.87,14486453544000.0,407.6684631391624,-0.3400000000000034,1,1,0.2
HD현대중공업,2024,11012,228.82,5.04,3883982539000.0,-73.1888655342517,-11.110000000000014,1,1,0.2
HD현대중공업,2024,11013,233.24,0.71,2987745013000.0,-23.075220266843743,4.420000000000016,1,1,0.2
HD현대중공업,2024,11014,208.69,5.71,3609175683000.0,20.7993208020125,-24.55000000000001,1,0,0.2
HD현대중공업,2025,11011,180.07,11.59,17580633257000.0,387.1093790143992,-28.620000000000005,0,1,0.2
